PROPERTYADDRESS,PROPERTYCITY,PROPERTYZIP,MUNIDESC,SCHOOLDESC,NEIGHDESC,TAXDESC,OWNERDESC,CLASSDESC,USEDESC,LOTAREA,HOMESTEADFLAG,ABATEMENTFLAG,RECORDDATE,SALEDATE,SALEPRICE,SALEDESC,PREVSALEDATE,PREVSALEPRICE,COUNTYBUILDING,COUNTYLAND,COUNTYTOTAL,COUNTYEXEMPTBLDG,LOCALBUILDING,LOCALLAND,LOCALTOTAL,FAIRMARKETBUILDING,FAIRMARKETLAND,FAIRMARKETTOTAL,STYLEDESC,STORIES,YEARBLT,EXTFINISH_DESC,ROOFDESC,BASEMENTDESC,GRADE,GRADEDESC,CONDITION,CONDITIONDESC,CDUDESC,TOTALROOMS,BEDROOMS,FULLBATHS,HALFBATHS,HEATINGCOOLINGDESC,FIREPLACES,BSMTGARAGE
PENN ST,BRADDOCK,15104,North Braddock  ,Woodland Hills,NORTH BRADDOCK BOROUGH,20 - Taxable,REGULAR-ETUX OR ET VIR,RESIDENTIAL,SINGLE FAMILY,764,HOM,,04-09-2012,04-09-2012,13500.0,MULTI-PARCEL SA,04-03-2001,840.0,0,1100,1100,0,16800,2300,19100,16800,2300,19100,OLD STYLE,2.0,1915.0,Brick,SHINGLE,Full,D+,BELOW AVERAGE +,4.0,FAIR,FAIR,4.0,2.0,1.0,0.0,Central Heat with AC,0.0,0.0
JONES AVE,BRADDOCK,15104,North Braddock  ,Woodland Hills,NORTH BRADDOCK BOROUGH,20 - Taxable,REGULAR-ETUX OR ET VIR,RESIDENTIAL,SINGLE FAMILY,2420,,,,05-09-1989,10000.0,VALID SALE,,,14900,3000,17900,0,14900,3000,17900,14900,3000,17900,OLD STYLE,2.0,1910.0,Frame,SHINGLE,Full,D+,BELOW AVERAGE +,3.0,AVERAGE,FAIR,5.0,2.0,1.0,1.0,Central Heat,1.0,0.0
BALDRIDGE AVE,BRADDOCK,15104,North Braddock  ,Woodland Hills,RIVER/INDUSTRIAL/MILL,20 - Taxable,REGULAR-ETUX OR ET VIR,COMMERCIAL,RETL/APT'S OVER,3412,,,11-28-2005,11-28-2005,1.0,LOVE&AFFECTION,07-13-1998,1.0,45900,10700,56600,0,45900,10700,56600,45900,10700,56600,,,,,,,,,,,,,,,,,,
KIRKPATRICK ST,BRADDOCK,15104,North Braddock  ,Woodland Hills,NORTH BRADDOCK BOROUGH,20 - Taxable,REGULAR,RESIDENTIAL,SINGLE FAMILY,5300,HOM,,08-24-2012,08-24-2012,1.0,LOVE&AFFECTION,04-04-1956,0.0,34900,4000,38900,0,52900,4000,56900,52900,4000,56900,OLD STYLE,2.0,1940.0,Brick,SHINGLE,Full,C-,AVERAGE -,3.0,AVERAGE,AVERAGE,8.0,3.0,1.0,1.0,Heat Pump with AC,1.0,0.0
BELL AVE,BRADDOCK,15104,North Braddock  ,Woodland Hills,NORTH BRADDOCK BOROUGH,20 - Taxable,REGULAR,RESIDENTIAL,VACANT LAND,1950,,,01-04-2012,01-04-2012,7875.0,OTHER,12-06-1999,7875.0,0,500,500,0,0,500,500,0,500,500,,,,,,,,,,,,,,,,,,
REBECCA ST,BRADDOCK,15104,North Braddock  ,Woodland Hills,NORTH BRADDOCK BOROUGH,20 - Taxable,REGULAR,RESIDENTIAL,SINGLE FAMILY,1500,,,04-23-2013,04-23-2013,7050.0,CORRECTN / DUP,02-20-2013,1593.0,26500,2600,29100,0,26500,2600,29100,26500,2600,29100,OLD STYLE,2.0,1910.0,Brick,SHINGLE,Full,C-,AVERAGE -,5.0,POOR,FAIR,7.0,4.0,1.0,0.0,Central Heat,1.0,0.0
RIDGE AVE,BRADDOCK,15104,North Braddock  ,Woodland Hills,NORTH BRADDOCK BOROUGH,20 - Taxable,REGULAR,RESIDENTIAL,VACANT LAND,3645,,,,01-24-1947,0.0,NOT APPLICABLE,,,0,1100,1100,0,0,1100,1100,0,1100,1100,,,,,,,,,,,,,,,,,,
RIDGE AVE,BRADDOCK,15104,North Braddock  ,Woodland Hills,NORTH BRADDOCK BOROUGH,20 - Taxable,REGULAR,RESIDENTIAL,SINGLE FAMILY,2500,HOM,,,02-09-1978,15900.0,VALID SALE,,,5000,6800,11800,0,23000,6800,29800,23000,6800,29800,CAPE COD,1.0,1918.0,Frame,SHINGLE,Full,D+,BELOW AVERAGE +,3.0,AVERAGE,FAIR,4.0,1.0,1.0,0.0,Central Heat,0.0,0.0
ELECTRIC AVE,EAST PITTSBURGH,15112,North Braddock  ,Woodland Hills,NORTH BRADDOCK BOROUGH,20 - Taxable,REGULAR-ETUX OR ET VIR,RESIDENTIAL,SINGLE FAMILY,5688,HOM,,10-05-2005,10-05-2005,16500.0,VALID SALE,05-01-1985,10000.0,0,0,0,0,9700,4100,13800,9700,4100,13800,OLD STYLE,2.0,1890.0,Frame,SHINGLE,Full,D,BELOW AVERAGE,5.0,POOR,POOR,6.0,3.0,1.0,0.0,Central Heat,0.0,0.0
HULTON RD,OAKMONT,15139,Oakmont  ,Riverview,OAKMONT BOROUGH,20 - Taxable,REGULAR,RESIDENTIAL,SINGLE FAMILY,5580,HOM,,03-23-2010,03-23-2010,149900.0,VALID SALE,05-05-1950,0.0,44400,40100,84500,0,62400,40100,102500,62400,40100,102500,CAPE COD,1.5,1951.0,Brick,SHINGLE,Full,C,AVERAGE,3.0,AVERAGE,AVERAGE,7.0,4.0,2.0,0.0,Central Heat,1.0,1.0
5TH ST,OAKMONT,15139,Oakmont  ,Riverview,OAKMONT BOROUGH,20 - Taxable,REGULAR-ETUX OR ET VIR,RESIDENTIAL,SINGLE FAMILY,4294,HOM,,09-21-2012,09-21-2012,128500.0,SALE NOT ANALYZ,10-07-2010,85500.0,41100,69400,110500,0,59100,69400,128500,59100,69400,128500,RANCH,1.0,1950.0,Brick,SHINGLE,Full,D+,BELOW AVERAGE +,3.0,AVERAGE,FAIR,4.0,2.0,2.0,0.0,Central Heat with AC,0.0,0.0
HULTON RD,OAKMONT,15139,Oakmont  ,Riverview,OAKMONT BOROUGH,20 - Taxable,REGULAR-ETUX OR ET VIR,RESIDENTIAL,SINGLE FAMILY,9832,HOM,,,08-04-1998,155000.0,OTHER VALID,05-05-1950,0.0,99100,32900,132000,0,117100,32900,150000,117100,32900,150000,COLONIAL,2.0,1966.0,Masonry FRAME,SHINGLE,Full,C+,AVERAGE +,3.0,AVERAGE,AVERAGE,8.0,4.0,2.0,1.0,Central Heat with AC,1.0,2.0
TERRACE PL,OAKMONT,15139,Oakmont  ,Riverview,OAKMONT BOROUGH,20 - Taxable,REGULAR,RESIDENTIAL,SINGLE FAMILY,4977,HOM,,03-18-2009,03-18-2009,1.0,LOVE&AFFECTION,04-05-1984,57000.0,68200,39900,108100,0,86200,39900,126100,86200,39900,126100,COLONIAL,2.0,1942.0,Brick,SHINGLE,Full,C,AVERAGE,4.0,FAIR,FAIR,7.0,4.0,1.0,1.0,Central Heat,0.0,1.0
MARYLAND AVE,OAKMONT,15139,Oakmont  ,Riverview,OAKMONT BOROUGH,20 - Taxable,REGULAR-ETUX OR ET VIR,RESIDENTIAL,SINGLE FAMILY,5400,HOM,,,10-16-1992,58700.0,VALID SALE,,,17000,40000,57000,0,35000,40000,75000,35000,40000,75000,COLONIAL,2.0,1950.0,Brick,SHINGLE,Full,C,AVERAGE,4.0,FAIR,AVERAGE,6.0,3.0,1.0,0.0,Central Heat,0.0,0.0
MARYLAND AVE,OAKMONT,15139,Oakmont  ,Riverview,SUBURBAN (EAST OF PITTSBURGH),10 - Exempt,CORPORATION,COMMERCIAL,"CHURCHES, PUBLIC WORSHIP",23750,,,,04-01-1961,0.0,NOT APPLICABLE,,,743000,73000,816000,0,743000,73000,816000,743000,73000,816000,,,,,,,,,,,,,,,,,,
1ST ST,OAKMONT,15139,Oakmont  ,Riverview,OAKMONT BOROUGH,20 - Taxable,CORPORATION,RESIDENTIAL,BUILDERS LOT,5000,,,,,,,,,0,6800,6800,0,0,6800,6800,0,6800,6800,,,,,,,,,,,,,,,,,,
8TH ST,OAKMONT,15139,Oakmont  ,Riverview,OAKMONT BOROUGH,20 - Taxable,REGULAR,RESIDENTIAL,SINGLE FAMILY,9000,HOM,,06-02-2015,05-09-2015,0.0,LOVE&AFFECTION,10-29-2008,1.0,115900,40400,156300,0,133900,40400,174300,133900,40400,174300,COLONIAL,2.0,1955.0,Brick,SHINGLE,Full,C,AVERAGE,3.0,AVERAGE,AVERAGE,7.0,4.0,2.0,1.0,Central Heat with AC,0.0,2.0
1ST ST,OAKMONT,15139,Oakmont  ,Riverview,OAKMONT BOROUGH,20 - Taxable,CORPORATION,RESIDENTIAL,BUILDERS LOT,4000,,,,,,,,,0,6100,6100,0,0,6100,6100,0,6100,6100,,,,,,,,,,,,,,,,,,
3RD ST,OAKMONT,15139,Oakmont  ,Riverview,OAKMONT BOROUGH,20 - Taxable,REGULAR-ETAL,RESIDENTIAL,TOWNHOUSE,3127,HOM,,04-11-2013,04-11-2013,404801.0,CORRECTN / DUP,01-15-2013,7487918.0,286800,36600,323400,0,304800,36600,341400,304800,36600,341400,TOWNHOUSE,2.0,2013.0,Frame,SHINGLE,Full,A,VERY GOOD,3.0,AVERAGE,AVERAGE,6.0,3.0,2.0,1.0,Central Heat with AC,,2.0
13TH ST,OAKMONT,15139,Oakmont  ,Riverview,OAKMONT BOROUGH,20 - Taxable,REGULAR-ETUX OR ET VIR,RESIDENTIAL,SINGLE FAMILY,17500,HOM,,,03-26-1993,1.0,LOVE&AFFECTION,,,137800,81000,218800,0,155800,81000,236800,155800,81000,236800,COLONIAL,2.0,1948.0,Brick,SHINGLE,Full,C+,AVERAGE +,2.0,GOOD,AVERAGE,7.0,3.0,1.0,2.0,Central Heat,1.0,1.0
GLOUCESTER CT,OAKMONT,15139,Oakmont  ,Riverview,OAKMONT BOROUGH,20 - Taxable,REGULAR,RESIDENTIAL,TOWNHOUSE,1950,HOM,,,06-20-2001,77500.0,OTHER VALID,10-03-1986,58717.0,58800,27800,86600,0,76800,27800,104600,76800,27800,104600,TOWNHOUSE,2.0,1986.0,Frame,SHINGLE,Crawl,C,AVERAGE,3.0,AVERAGE,AVERAGE,5.0,2.0,1.0,1.0,Central Heat with AC,0.0,0.0
NEW LONDON LN,OAKMONT,15139,Oakmont  ,Riverview,OAKMONT BOROUGH,20 - Taxable,REGULAR,RESIDENTIAL,TOWNHOUSE,4164,HOM,,10-02-2012,10-02-2012,104000.0,SALE NOT ANALYZ,04-24-1996,71500.0,52700,36700,89400,0,70700,36700,107400,70700,36700,107400,TOWNHOUSE,2.0,1986.0,Frame,SHINGLE,Slab/Piers,C,AVERAGE,3.0,AVERAGE,AVERAGE,5.0,2.0,1.0,1.0,Central Heat with AC,0.0,0.0
NEW LONDON LN,OAKMONT,15139,Oakmont  ,Riverview,OAKMONT BOROUGH,20 - Taxable,REGULAR,RESIDENTIAL,TOWNHOUSE,2187,,,07-11-2011,07-11-2011,107500.0,OTHER VALID,10-02-2007,105000.0,77100,28800,105900,0,77100,28800,105900,77100,28800,105900,TOWNHOUSE,2.0,1989.0,Frame,SHINGLE,Slab/Piers,C,AVERAGE,3.0,AVERAGE,AVERAGE,5.0,2.0,1.0,1.0,Central Heat with AC,1.0,0.0
CANTERBURY CT,OAKMONT,15139,Oakmont  ,Riverview,OAKMONT BOROUGH,20 - Taxable,REGULAR-ETUX OR ET VIR,RESIDENTIAL,TOWNHOUSE,2004,HOM,,07-18-2014,07-18-2014,132000.0,VALID SALE,01-24-2012,108000.0,79100,30000,109100,0,97100,30000,127100,97100,30000,127100,TOWNHOUSE,2.0,1986.0,Frame,SHINGLE,Slab/Piers,C,AVERAGE,3.0,AVERAGE,AVERAGE,5.0,2.0,1.0,1.0,Central Heat with AC,,0.0
10TH ST,OAKMONT,15139,Oakmont  ,Riverview,OAKMONT BOROUGH,20 - Taxable,REGULAR-ETUX OR ET VIR,RESIDENTIAL,TWO FAMILY,8973,,,10-28-2010,10-28-2010,1.0,LOVE&AFFECTION,10-02-1978,1.0,114800,40400,155200,0,114800,40400,155200,114800,40400,155200,OLD STYLE,2.0,1925.0,Frame,SHINGLE,Full,C,AVERAGE,3.0,AVERAGE,AVERAGE,4.0,2.0,2.0,0.0,Central Heat,0.0,0.0
RABBIT HL,SEWICKLEY,15143,Glen Osborne,Quaker Valley,84601,20 - Taxable,REGULAR-ETUX OR ET VIR,RESIDENTIAL,SINGLE FAMILY,42427,HOM,,,,,,,,1084400,96400,1180800,0,1102400,96400,1198800,1102400,96400,1198800,COLONIAL,2.0,2004.0,Stone,SHINGLE,Full,X,EXCELLENT,7.0,VERY GOOD,VERY GOOD,12.0,6.0,5.0,2.0,Central Heat with AC,2.0,
BEAVER RD,SEWICKLEY,15143,Glen Osborne,Quaker Valley,84601,20 - Taxable,REGULAR-ETUX OR ET VIR,RESIDENTIAL,SINGLE FAMILY,175982,,,12-17-2014,12-10-2014,1200000.0,QUIT CLAIM / SPEC WARRNTY,05-21-2003,815000.0,889600,200000,1089600,0,889600,200000,1089600,889600,200000,1089600,OLD STYLE,2.0,1930.0,Brick,SHINGLE,Full,X,EXCELLENT,4.0,FAIR,FAIR,9.0,6.0,3.0,1.0,Central Heat with AC,2.0,0.0
PENNSYLVANIA AVE,PITCAIRN,15140,Pitcairn  ,Monroeville Gateway,PITCAIRN BOROUGH,20 - Taxable,CORPORATION,RESIDENTIAL,VACANT LAND,32670,,,,01-14-1986,13000.0,VALID SALE,,,0,10500,10500,0,0,10500,10500,0,10500,10500,,,,,,,,,,,,,,,,,,
7TH ST,PITCAIRN,15140,Pitcairn  ,Monroeville Gateway,PITCAIRN BOROUGH,20 - Taxable,REGULAR,RESIDENTIAL,RES AUX BUILDING (NO HOUSE),3600,,,,02-07-2002,0.0,LOVE&AFFECTION,12-11-2001,1.0,2000,2900,4900,0,2000,2900,4900,2000,2900,4900,,,,,,,,,,,,,,,,,,
SANTA MONICA DR,MC KEESPORT,15133,Port Vue  ,South Allegheny,PORT VUE BOROUGH,20 - Taxable,REGULAR,RESIDENTIAL,SINGLE FAMILY,8489,HOM,,,10-19-1992,1.0,LOVE&AFFECTION,,,23400,14300,37700,0,41400,14300,55700,41400,14300,55700,RANCH,1.0,1945.0,Brick,SHINGLE,Full,D+,BELOW AVERAGE +,3.0,AVERAGE,AVERAGE,5.0,3.0,1.0,0.0,Central Heat with AC,0.0,1.0
LIBERTY WAY,MC KEESPORT,15133,Port Vue  ,South Allegheny,PORT VUE BOROUGH,20 - Taxable,REGULAR,RESIDENTIAL,VACANT LAND,3568,,,,10-10-1899,0.0,NOT APPLICABLE,,,0,1100,1100,0,0,1100,1100,0,1100,1100,,,,,,,,,,,,,,,,,,
PORTSMOUTH DR,MC KEESPORT,15133,Port Vue  ,South Allegheny,PORT VUE BOROUGH,20 - Taxable,REGULAR,RESIDENTIAL,SINGLE FAMILY,6971,HOM,,01-02-2007,01-02-2007,10.0,LOVE&AFFECTION,02-21-1997,1.0,61800,14200,76000,0,79800,14200,94000,79800,14200,94000,RANCH,1.0,1965.0,Brick,SHINGLE,Full,C,AVERAGE,3.0,AVERAGE,AVERAGE,6.0,3.0,1.0,1.0,Central Heat with AC,0.0,1.0
PRIDE ST,MC KEESPORT,15133,Port Vue  ,South Allegheny,PORT VUE BOROUGH,20 - Taxable,REGULAR,RESIDENTIAL,VACANT LAND,10747,,,08-19-2003,08-19-2003,2000.0,SALE NOT ANALYZ,11-17-1998,1000.0,0,3100,3100,0,0,3100,3100,0,3100,3100,,,,,,,,,,,,,,,,,,
HARRIET ST,BRADDOCK,15104,Rankin  ,Woodland Hills,RANKIN BOROUGH,20 - Taxable,REGULAR-ETUX OR ET VIR,RESIDENTIAL,SINGLE FAMILY,2420,HOM,,12-10-2014,12-05-2014,20000.0,TIME ON MARKET,03-28-1973,0.0,0,0,0,0,14500,3000,17500,14500,3000,17500,OLD STYLE,2.0,1930.0,Frame,SHINGLE,Full,D,BELOW AVERAGE,5.0,POOR,POOR,4.0,2.0,1.0,0.0,Central Heat with AC,0.0,0.0
COCHRAN ST,SEWICKLEY,15143,Sewickley  ,Quaker Valley,85103,20 - Taxable,REGULAR,RESIDENTIAL,SINGLE FAMILY,9628,HOM,,,04-08-1964,0.0,NOT APPLICABLE,,,172600,101100,273700,0,190600,101100,291700,190600,101100,291700,OLD STYLE,2.0,1910.0,Stucco,SLATE,Full,B,GOOD,3.0,AVERAGE,AVERAGE,8.0,3.0,1.0,0.0,Central Heat,1.0,0.0
LOGAN ST,SEWICKLEY,15143,Sewickley  ,Quaker Valley,85103,20 - Taxable,REGULAR,RESIDENTIAL,SINGLE FAMILY,5000,HOM,,,01-13-1994,62500.0,VALID SALE,,,31400,100000,131400,0,49400,100000,149400,49400,100000,149400,OLD STYLE,2.0,1920.0,Frame,SHINGLE,Full,C+,AVERAGE +,3.0,AVERAGE,AVERAGE,7.0,3.0,1.0,1.0,Central Heat,0.0,0.0
MAPLE LN,SEWICKLEY,15143,Sewickley  ,Quaker Valley,85104,20 - Taxable,REGULAR-ETUX OR ET VIR,RESIDENTIAL,SINGLE FAMILY,4400,HOM,,11-15-2011,11-15-2011,135900.0,SALE NOT ANALYZ,11-05-2008,38000.0,70900,47000,117900,0,88900,47000,135900,88900,47000,135900,BUNGALOW,1.0,1951.0,Frame,SHINGLE,None,C-,AVERAGE -,3.0,AVERAGE,AVERAGE,6.0,2.0,2.0,0.0,Central Heat with AC,0.0,0.0
PINE RD,SEWICKLEY,15143,Sewickley  ,Quaker Valley,85101,20 - Taxable,REGULAR-ETUX OR ET VIR,RESIDENTIAL,SINGLE FAMILY,28990,HOM,,06-17-2003,06-17-2003,1600000.0,OTHER VALID,10-04-1994,800000.0,1272000,200000,1472000,0,1290000,200000,1490000,1290000,200000,1490000,OLD STYLE,2.5,1912.0,Brick,SLATE,Full,X,EXCELLENT,7.0,VERY GOOD,EXCELLENT,10.0,6.0,3.0,1.0,Central Heat with AC,3.0,0.0
PINE RD,SEWICKLEY,15143,Sewickley  ,Quaker Valley,85101,20 - Taxable,REGULAR-ETUX OR ET VIR,RESIDENTIAL,SINGLE FAMILY,28960,HOM,,11-30-2012,11-30-2012,1493000.0,OTHER,02-14-2001,907000.0,1163300,311700,1475000,0,1181300,311700,1493000,1181300,311700,1493000,COLONIAL,2.5,1890.0,Brick,SLATE,Full,X,EXCELLENT,2.0,GOOD,GOOD,10.0,5.0,3.0,1.0,Central Heat,3.0,0.0
CENTENNIAL AVE,SEWICKLEY,15143,Sewickley  ,Quaker Valley,85103,20 - Taxable,CORPORATION,RESIDENTIAL,TWO FAMILY,6150,,,01-06-2014,01-06-2014,104900.0,OTHER VALID,08-19-1994,68000.0,32500,67500,100000,0,32500,67500,100000,32500,67500,100000,MULTI-FAMILY,2.0,1875.0,Frame,SHINGLE,Full,C,AVERAGE,3.0,AVERAGE,AVERAGE,8.0,4.0,2.0,0.0,Central Heat,0.0,0.0
BRIDGE ST,PITTSBURGH,15215,Sharpsburg  ,Fox Chapel Area,SUBURBAN (NORTH OF PITTSBURGH),10 - Exempt,CORPORATION,GOVERNMENT,COUNTY GOVERNMENT,2400,,,,03-13-1959,0.0,LOVE&AFFECTION,,,0,800,800,0,0,800,800,0,800,800,,,,,,,,,,,,,,,,,,
S CANAL ST,PITTSBURGH,15215,Sharpsburg  ,Fox Chapel Area,85202,20 - Taxable,REGULAR-ETUX OR ET VIR,RESIDENTIAL,TWO FAMILY,2260,,,03-06-2009,03-06-2009,64000.0,OTHER VALID,05-06-1988,36000.0,43600,16700,60300,0,43600,16700,60300,43600,16700,60300,MULTI-FAMILY,2.0,1900.0,Frame,SHINGLE,Full,D+,BELOW AVERAGE +,3.0,AVERAGE,FAIR,8.0,4.0,2.0,0.0,Central Heat,0.0,0.0
N CANAL ST,PITTSBURGH,15215,Sharpsburg  ,Fox Chapel Area,85202,10 - Exempt,CORPORATION,GOVERNMENT,MUNICIPAL GOVERNMENT,67739,,,,02-18-1955,0.0,LOVE&AFFECTION,,,2400,28700,31100,0,2400,28700,31100,2400,28700,31100,,,,,,,,,,,,,,,,,,
WALNUT ST,SPRINGDALE,15144,Springdale Boro  ,Allegheny Valley,85301,20 - Taxable,REGULAR-ETUX OR ET VIR,RESIDENTIAL,TWO FAMILY,7114,,,04-08-2009,04-08-2009,35000.0,OTHER INVALID,07-10-1998,35000.0,49600,30200,79800,0,49600,30200,79800,49600,30200,79800,MULTI-FAMILY,2.0,1924.0,Brick,SHINGLE,Full,C-,AVERAGE -,3.0,AVERAGE,FAIR,9.0,4.0,2.0,0.0,Central Heat,0.0,0.0
ROSS ST,SPRINGDALE,15144,Springdale Boro  ,Allegheny Valley,85302,20 - Taxable,REGULAR,RESIDENTIAL,SINGLE FAMILY,3700,HOM,,,08-19-1988,1.0,LOVE&AFFECTION,,,40700,22600,63300,0,58700,22600,81300,58700,22600,81300,OLD STYLE,2.0,1943.0,Frame,SHINGLE,Full,C,AVERAGE,4.0,FAIR,FAIR,6.0,3.0,1.0,1.0,Central Heat,0.0,0.0
WALNUT ST,SPRINGDALE,15144,Springdale Boro  ,Allegheny Valley,85302,20 - Taxable,REGULAR-ETUX OR ET VIR,RESIDENTIAL,SINGLE FAMILY,4900,HOM,,,11-17-1992,1.0,LOVE&AFFECTION,,,25800,25700,51500,0,43800,25700,69500,43800,25700,69500,OLD STYLE,2.0,1900.0,Frame,SHINGLE,Part,C,AVERAGE,3.0,AVERAGE,AVERAGE,6.0,3.0,1.0,0.0,Central Heat,,0.0
LACLAIR ST,PITTSBURGH,15218,Swissvale  ,Woodland Hills,SWISSVALE BOROUGH,20 - Taxable,CORPORATION,RESIDENTIAL,TWO FAMILY,6000,HOM,,08-21-2012,08-21-2012,1.0,LOVE&AFFECTION,10-03-1989,141000.0,256800,90200,347000,0,274800,90200,365000,274800,90200,365000,MULTI-FAMILY,2.0,1900.0,Brick,SHINGLE,Full,B-,GOOD -,2.0,GOOD,GOOD,9.0,5.0,2.0,0.0,Central Heat,0.0,0.0
MILTON ST,PITTSBURGH,15218,Swissvale  ,Woodland Hills,SWISSVALE BOROUGH,20 - Taxable,REGULAR,RESIDENTIAL,SINGLE FAMILY,3000,HOM,,09-11-2012,09-11-2012,190000.0,SALE NOT ANALYZ,04-21-2008,188050.0,106500,65500,172000,0,124500,65500,190000,124500,65500,190000,OLD STYLE,2.5,1925.0,Brick,SHINGLE,Full,C+,AVERAGE +,2.0,GOOD,GOOD,8.0,4.0,1.0,0.0,Central Heat,0.0,0.0
LACLAIR ST,PITTSBURGH,15218,Swissvale  ,Woodland Hills,SWISSVALE BOROUGH,20 - Taxable,REGULAR-ETUX OR ET VIR,RESIDENTIAL,SINGLE FAMILY,6000,HOM,,,12-06-1988,84000.0,VALID SALE,,,209300,90200,299500,0,227300,90200,317500,227300,90200,317500,OLD STYLE,2.5,1925.0,Brick,TILE,Full,B,GOOD,2.0,GOOD,GOOD,8.0,5.0,2.0,1.0,Central Heat,1.0,0.0
STANTON AVE,PITTSBURGH,15218,Swissvale  ,Woodland Hills,SWISSVALE BOROUGH,20 - Taxable,REGULAR-ETUX OR ET VIR,RESIDENTIAL,SINGLE FAMILY,3000,HOM,,11-03-2004,11-03-2004,35900.0,VALID SALE,07-14-1988,28000.0,5900,8000,13900,0,23900,8000,31900,23900,8000,31900,BUNGALOW,1.0,1925.0,Brick,SHINGLE,Full,D,BELOW AVERAGE,4.0,FAIR,FAIR,4.0,2.0,1.0,0.0,Central Heat,0.0,1.0
EDGEWOOD AVE,PITTSBURGH,15218,Swissvale  ,Woodland Hills,SUBURBAN (EAST OF PITTSBURGH),20 - Taxable,REGULAR,COMMERCIAL,VACANT COMMERCIAL LAND,1760,,,,04-23-1971,0.0,LOVE&AFFECTION,,,0,500,500,0,0,500,500,0,500,500,,,,,,,,,,,,,,,,,,
WESTMORELAND AVE,PITTSBURGH,15218,Swissvale  ,Woodland Hills,SWISSVALE BOROUGH,20 - Taxable,REGULAR,RESIDENTIAL,SINGLE FAMILY,2555,HOM,,06-22-2015,06-05-2015,110000.0,TIME ON MARKET,04-12-2006,109000.0,20600,7600,28200,0,38600,7600,46200,38600,7600,46200,OLD STYLE,2.0,1910.0,Masonry FRAME,SHINGLE,Full,C-,AVERAGE -,4.0,FAIR,FAIR,9.0,4.0,2.0,0.0,Central Heat,0.0,0.0
CHURCH ST,PITTSBURGH,15218,Swissvale  ,Woodland Hills,SWISSVALE BOROUGH,20 - Taxable,REGULAR-ETUX OR ET VIR,RESIDENTIAL,SINGLE FAMILY,2205,HOM,,,09-27-1977,26500.0,VALID SALE,,,33300,8700,42000,0,51300,8700,60000,51300,8700,60000,OLD STYLE,2.0,1930.0,Masonry FRAME,SHINGLE,Full,C,AVERAGE,3.0,AVERAGE,AVERAGE,6.0,3.0,1.0,0.0,Central Heat,0.0,0.0
CHURCH ST,PITTSBURGH,15218,Swissvale  ,Woodland Hills,SWISSVALE BOROUGH,20 - Taxable,REGULAR-ETUX OR ET VIR,RESIDENTIAL,SINGLE FAMILY,5600,HOM,,07-14-2005,07-14-2005,77660.0,SHERIFF SALE,05-05-1950,0.0,54000,10100,64100,0,72000,10100,82100,72000,10100,82100,CAPE COD,1.0,1947.0,Brick,SHINGLE,Full,C-,AVERAGE -,1.0,EXCELLENT,GOOD,5.0,2.0,1.0,0.0,Central Heat with AC,0.0,0.0
MILLIGAN AVE,PITTSBURGH,15218,Swissvale  ,Woodland Hills,SWISSVALE BOROUGH,20 - Taxable,REGULAR,RESIDENTIAL,SINGLE FAMILY,7579,HOM,,,02-08-1960,0.0,NOT APPLICABLE,,,48500,8500,57000,0,66500,8500,75000,66500,8500,75000,OLD STYLE,2.0,1920.0,Frame,SHINGLE,Full,C+,AVERAGE +,3.0,AVERAGE,AVERAGE,8.0,3.0,1.0,1.0,Central Heat,0.0,0.0
LLOYD AVE,PITTSBURGH,15218,Swissvale  ,Woodland Hills,SWISSVALE BOROUGH,20 - Taxable,REGULAR,RESIDENTIAL,TWO FAMILY,2804,,,,08-25-1988,1.0,LOVE&AFFECTION,,,45400,9400,54800,0,45400,9400,54800,45400,9400,54800,MULTI-FAMILY,1.0,1920.0,Frame,SHINGLE,Full,C-,AVERAGE -,4.0,FAIR,AVERAGE,8.0,3.0,2.0,0.0,Central Heat,0.0,0.0
E 7TH AVE,TARENTUM,15084,Tarentum  ,Highlands,85502,20 - Taxable,REGULAR,RESIDENTIAL,VACANT LAND,576,,,03-31-2016,03-15-2016,20000.0,MULTI-PARCEL SA,01-04-2005,1.0,0,300,300,0,0,300,300,0,300,300,,,,,,,,,,,,,,,,,,
PORTER ST,TARENTUM,15084,Tarentum  ,Highlands,85501,20 - Taxable,REGULAR,RESIDENTIAL,SINGLE FAMILY,3840,HOM,,,05-27-1963,0.0,NOT APPLICABLE,,,20400,15900,36300,0,38400,15900,54300,38400,15900,54300,OLD STYLE,2.0,1900.0,Frame,SHINGLE,Full,D+,BELOW AVERAGE +,3.0,AVERAGE,AVERAGE,8.0,4.0,1.0,1.0,Central Heat,0.0,0.0
W 8TH AVE,TARENTUM,15084,Tarentum  ,Highlands,85501,20 - Taxable,REGULAR,RESIDENTIAL,TWO FAMILY,2400,,,,09-06-2002,30000.0,VALID SALE,02-18-1994,11500.0,26700,13300,40000,0,26700,13300,40000,26700,13300,40000,MULTI-FAMILY,2.0,1910.0,Frame,SHINGLE,Full,C-,AVERAGE -,3.0,AVERAGE,AVERAGE,7.0,3.0,2.0,0.0,Central Heat,0.0,0.0
